文章出处  文章内容  文章链接
趣闻  大家自己平时生活的地方经常会整理吗？如果是那种随意摆放的状态，很可能会造成凌乱的场面。近日，国外玩家就分享了“让维修员傻点的场景”，简直让强迫症浑身难受。  //hot.cnbeta.com/articles/funny/1065443.htm
趣闻  距离考研时日不多，很多学生会在考前向孔子雕像“上供”，“供品”可谓五花八门，馒头、鸡蛋、牛奶，苹果……甚至还有一两元零钱。而今天，湖南科技大学上了热搜，原因是竟然有学生给孔子雕塑摆上了健胃消食片。  //hot.cnbeta.com/articles/funny/1065315.htm
趣闻  日本一个叫Narusaki的女大学生，今年20岁，就读于著名的日本庆应义塾大学，是一位主修人类学的学霸。但她著名的是“牛郎研究员”的自称，两年内花了上千万日元（约合60多万人民币）在牛郎身上。  //hot.cnbeta.com/articles/funny/1065027.htm
趣闻  据外媒CNET报道，当地时间周五，社交媒体上的网友开始关注苏格兰为整个扫雪车队征名的事实，一张目前在用的扫雪车的地图开始受到大量关注。乍一看，有些名字对其他地区的网友来说可能没有意义，但请注意，一些苏格兰网友称这些车辆为 "gritters（撒沙机）"。这样一来，“Gritney Spears”就显得合理多了。  //hot.cnbeta.com/articles/funny/1064985.htm
趣闻  据外媒报道，我们现在都知道，地球的海洋里充满了大量令人难以置信的生物，我们要么对它们知之甚少，要么可能从未见过它们，甚至可以这么说，人类对自己所生活星球的海洋的了解比对外星球还要少。深水摄影师Wu Yung-sen已经带着他的成像设备潜水四年时间了。  //hot.cnbeta.com/articles/funny/1064589.htm
趣闻  大家好，今天趁吃饭的时候，按照老规矩，掏出手机看看视频摸摸鱼。突然 B 站给我推送了这么一个视频。嚯，书记舞，爱看啊 ~先给部分没听过这个词的差友补补课，书记舞的出处是《 辉夜大小姐想让我告白 》这部动漫里一话的 ED （ 片尾曲 ），由动漫中秀知院学院学生会书记藤原千花所跳，可爱中带一点魔性。  //hot.cnbeta.com/articles/funny/1064449.htm
趣闻  据外媒报道，31岁的汉娜·法拉赫跟家人在英国费尔本·林斯皇家鸟类保护协会自然保护区拍到了这一有趣画面，成千上万的椋鸟在天空中形成一个鸭子的剪影。本月早些时候有摄影师在该地还拍到过椋鸟群摆出圣诞袜的形状。  //hot.cnbeta.com/articles/funny/1064195.htm
趣闻  据外媒报道，当地时间周二，苹果发布了全新的头戴式耳机AirPods Max，这款耳机将于下周发售，售价高达549美元。这个拥有一个像手提包一样的把手和两个非常别致的杯状物的保护外壳看起来有点像《星球大战》中冲锋队的胸罩或是在《西部世界》里看到的钱包。  //hot.cnbeta.com/articles/funny/1063629.htm
趣闻  考过驾照的朋友，想必对于这样的画面还记忆犹新。因为前车占道或者龟速行驶，自己在途径该路段时，系统却要让做百米加减档或者直线行驶，但由于前车或旁边车道的车辆问题，导致不能完成相应的驾驶考核项目，任谁也会觉得难受吧。  //hot.cnbeta.com/articles/funny/1063283.htm
趣闻  通常来说，人们伪造自己学历时会往高处走，不过近日日媒报道了一位“逆向伪造学历”的特别人士，一起来了解下这看似异常的特别人生吧。·故事主角代称S，毕业于日本排名第一没有并列的东京大学文学系，按理说毕业后理应前程似锦，不过由于种种原因，总有一部分人会走上奇怪曲折的人生之路。  //hot.cnbeta.com/articles/funny/1063169.htm
趣闻  为宣传新车，厂商邀请媒体人试乘试驾并不新鲜。不过近日，一位媒体人试驾的新车竟然临牌过期了，导致12份直接被扣完。12月7日，据网友爆料，有一位汽车媒体人在试驾沃尔沃XC40纯电动车期间，被交警查到，由于临牌已经过期了，结果被扣除12分，并且还需要交相应的罚款。  //hot.cnbeta.com/articles/funny/1062715.htm
趣闻  近日，一则直升机利用气流，帮助环卫工打扫路面的视频，引发了网友的关注与热议。不说网友直呼“头次见到这样的画面，酷到没朋友”，也有网友称“驾机者也是一个热心肠，乐于助人”。据媒体报道，12月5日，安徽蚌埠五河县的一乡间道路上，，一架直升机帮助环卫工清扫路面落叶。  //hot.cnbeta.com/articles/funny/1062627.htm
趣闻  成为微软 Azure 的 CTO，Mark Russinovich 享受的诸多特权之一，就是可以通过玩《俄罗斯方块》（Tetris）对 24 Terabyte 的 Azure 节点进行压力测试。当然这并不是任何传统意义上的游戏，在任务管理器中使用 420 个虚拟 Xeon 处理器的活动级别来作为游戏方块。  //hot.cnbeta.com/articles/funny/1062513.htm
趣闻  过去“素食者”大多停留在宗教理由，但这些年有越来越多素食者是为了健身、环保、爱护动物等理由而选择吃素，或使用不经动物实验的产品。

这样的风潮之下，让吃素不再只有菜跟传统素肉这些少少的选择，更多了能品尝到食材美味的素食料理。  //hot.cnbeta.com/articles/funny/1062329.htm
趣闻  众所周知，消费者去4S店买车时都会选择试乘试驾一下，而销售人员为突出新车的性能，都会来上几脚大油门或急刹车。但前提是，必须是在安全且被允许的情况下试乘试驾，负责只会害人害己。近日，一段4S店销售带客户试车的视频引发网友热议。从网友上传的视频来看，某4S店销售人员驾驶一辆保时捷在道路上为客户试车，途中一边试车一边介绍车辆性能，并一度加速到150多公里。  //hot.cnbeta.com/articles/funny/1062099.htm
趣闻  长期以来，社会新闻版本总会刊登某小区因年长者反对所谓的“超标辐射”而导致手机基站建设受阻。而后续的基站撤离导致的信号变差报道，又让网友们觉得大快人心。然而在国外，近期不知如何又掀起了一阵给路由器加上法拉第笼的骚操作。通过翻阅电商平台亚马逊上的消费者评论，我们一时也难以分辨这是否有人在恶搞。  //hot.cnbeta.com/articles/funny/1061791.htm
趣闻  今日，微博上一条特殊的“招聘启事”引起了众多网友的围观热议。据阿里拍卖官方微博消息，本次阿里拍卖将招募一位兼职“凶宅试住主播”，要求应聘者胆大心细相信科学。而招聘原因则是，阿里拍卖将上线一套精装修“凶宅”，需要试住主播在12月11日通过淘宝直播24小时展示房屋房型及居住体验。  //hot.cnbeta.com/articles/funny/1061429.htm
趣闻  近日，美国佛罗里达州一名女子遇到了惊魂的一幕，她听见敲门声，然后发现一只黑熊站在门口。门口的摄像头拍到黑熊沿着车道来到她家门口，然后用爪子抓着门站了起来，似乎想看看里面。摄像头给房主报了警，然后女子打开门就看到了这惊魂的一幕。  //hot.cnbeta.com/articles/funny/1060931.htm
趣闻  最近有位日本女网友在推特分享自己的电脑桌摆设，包括双屏幕、键盘、鼠标还有麦克风等等周边设备，看起来是个十足的电脑游戏迷。然而就因为她自称还在就读初中2年级，因此遭到大量网友议论而走红，声称她拿父母的钱在炫耀，还有就的网友挑明自己就是羡慕又忌妒，看不惯这种被宠坏的国中生。  //hot.cnbeta.com/articles/funny/1060747.htm
趣闻  不知道大家是否还记得上周报道过的美国犹他州现神秘“巨石”，现在据外媒最新报道，这块“巨石”消失了。据该州的政府官员所知，没有迹象表明是谁拿走了它，也没有迹象表明其被拿走的原因。获悉，这块“巨石”似乎是在11月27日晚上被移走的，尽管没有迹象表明到底是谁拿走了它、为什么拿走它或是移走它的人是不是就是把它放在那里的人。  //hot.cnbeta.com/articles/funny/1060249.htm
趣闻  日前，京东的京尊达小哥因身着西装、戴白手套为用户提供专人、专车的配送服务在微博上 “火了”。今日，京东官方回应称，实际上这款“低调有内涵”的服务在2017年就已推出，3年来服务的消费者已经超过百万。  //hot.cnbeta.com/articles/funny/1060081.htm
趣闻  据外媒报道，瑞典南部特瑞堡小镇附近的一家番茄农场因安装了LED番茄照明系统，导致小镇夜空呈现紫色，这引发当地居民恐慌。据悉，小镇附近的番茄农场新引进的LED照明系统会发出紫色的光，这种灯除了节能还可以延长植物的生长期。  //hot.cnbeta.com/articles/funny/1059937.htm
趣闻  11月27日，美国新奥尔良女子汉娜•比奇勒（Hannah Beachler）在Twitter上分享了她新粉刷的房子照片，网友们对她的创造性赞不绝口。据报道，为了纪念2020年，汉娜将房子粉刷成了黑色，包括内外墙、屋顶、窗框和百叶窗，只保留了白色的前门。  //hot.cnbeta.com/articles/funny/1059935.htm
趣闻  为了迎接西方传统购物档期“黑色星期五”，游戏零售商GameStop承诺会准备一批PS5库存，于是引来一批PlayStation硬核玩家，带着床铺连夜在商店门口排队。ABC记者Eugene Daniel在路上偶遇到了这批玩家，并随手通过推特发送了前线报道。  //hot.cnbeta.com/articles/funny/1059573.htm
趣闻  说到直播带货，不少人对它的认识可能还停留在 “ Oh my god，买它！”、“ 不赚钱，交个朋友。” 的阶段。但一个行业一旦内卷起来，为了从本就丁点儿大的锅里抢碗汤喝，就不得不搞些差异化。  //hot.cnbeta.com/articles/funny/1059441.htm
趣闻  号称最高时速165公里、电机功率高达12240W、一周不用充电，这样的电动车你见过？据媒体报道，近日，上海徐汇警方接到举报，有人驾驶非法改装电动车。警方随即在滨江地区龙腾大道彩虹桥附近开展了一次专项打击行动。当场查扣10辆非法改装上路的大功率电动自行车，抓获10名违法人员。  //hot.cnbeta.com/articles/funny/1059403.htm
趣闻  某电影桥段：男主被人追杀，可是汽车半路没油了，于是往油箱里加点水，继续开走了。汽车没油了，难道真可以加水当油吗？有没有科学依据？不凡看看以下这些新闻。湖北黄梅县，一辆轿车停在应急车道上。司机称，自己车子没油了，上网搜索了一下，发现可以“加水当油”，便加了1升水，结果发现车不能开，又叫拖车拖到加油站加了9升油，结果车子高速上抛锚了。  //hot.cnbeta.com/articles/funny/1059335.htm
趣闻  如今买东西手机支付是再稀松平常不过的事情，但偏偏有些人动起了歪脑筋，令人不齿。据媒体报道，近日在山东济南的一家体育用品店里，一位女子给孩子挑了两双足球鞋后，在手机上倒腾一阵后“付款”离开，但是店家根本没收到钱。查看监控才发现，结账时该女子并没有打开支付宝或者微信，而是对着手机里的计算器反复输入数字，假装在付款。  //hot.cnbeta.com/articles/funny/1059141.htm
趣闻  最近，一批流传在越南社交平台的新式葡萄火了。它们个头特别大，单个甚至比鸡蛋还夸张。当然，价格也是高得吓人，一串要700万越南盾（约合1988元人民币）。经当地媒体查证后得知，葡萄进口自日本，这么一说，似乎瞬间让人感觉不奇怪了。按照日本经销商的要求，每一串葡萄都在1公斤以上，葡萄单个个头需要在直径4~5厘米以上。  //hot.cnbeta.com/articles/funny/1059041.htm
趣闻  富金（Fucking）是位于奥地利首都维也纳西边 350 公里（215 
英里）的一个村庄，由于和某个英文单词相同，当地的村民常年被英语人士调侃为“Fuckingers”，甚至不少游客会把路标拆下来带回去留作纪念。在无法继续忍受这种对待之后，村民在
 26 日表决通过了更名决定，将于明年1月1日开始更名为“Fugging”。  //hot.cnbeta.com/articles/funny/1059005.htm
趣闻  近段时间，东北地区频发发布暴雪低温天气预警，不少地区也都下起了鹅毛大雪。雪景虽然美，但是除雪工作也成为了一个不小的负担。为此，东北的黑龙江大庆师范学院，发扬“自动动手，丰衣足食”的精神，利用一台拖拉机、旋转轮盘和10把扫帚，自制了一辆“风火轮扫雪车”。  //hot.cnbeta.com/articles/funny/1058857.htm
趣闻  今天是西方感恩节，对于一些朋友来说，传统的庆祝方式当然是一顿火鸡大餐，除此之外通常还有土豆泥、布丁、蛋糕等。美国妹子Jennifer Robledo是克苏鲁（Cthulhu）大粉丝，她向搞一顿不一样的感恩节晚餐，同时向克苏鲁致敬。  //hot.cnbeta.com/articles/funny/1058617.htm
趣闻  秀恩爱，情侣们的创意是无穷的，现在又瞄准了最新的iPhone 12。近日，有国外iPhone用户晒出了一组“虐狗照”，发文表示“我和妻子都不带结婚戒指，我们通过交换iPhone中的SIM卡托来表达彼此的承诺”。照片一出，大量网友转发点赞，这种浪漫的做法也让不少网友争相模仿。  //hot.cnbeta.com/articles/funny/1058567.htm
趣闻  近日，东北普降大雪。黑龙江哈尔滨，一则东北大哥在自家小区用雪堆车库的视频走红。画面中，大哥用雪堆起一座车库，将车停在里面。有网友感叹，硬是凿出了个一居室。还有网友大赞，因地制宜，太有创意啦。  //hot.cnbeta.com/articles/funny/1058563.htm
趣闻  时至今日，人类对海洋的了解还是不够充分的，虽说神秘的海洋怪物不容易发现了，但莫名的水下信号还是有的，瑞典为此就花费巨资监听水下信号，结果被专家发现大部分是都没用的。事情是这样的，俄罗斯媒体报道称，1981年苏联有个潜艇在瑞典南部海域搁浅，这个地方距离瑞典海军基地只有10公里，位置比较敏感。  //hot.cnbeta.com/articles/funny/1058123.htm
趣闻  据外媒报道，上周，一支数羊探险队在美国犹他州沙漠深处发现了一块神秘的巨石，他们警告全世界的人都不要靠近它。据当地新闻媒体KSL TV报道，犹他州公共安全部门的直升机机组人员发现了一个10到12英尺高的钢铁物体，他们称其为“monolith（巨石）”。  //hot.cnbeta.com/articles/funny/1057959.htm
趣闻  近年来，因私自接线给电瓶车充电引发火灾的报道屡见不鲜，目前很多小区都已经统一安装充电桩，对上述行为进行了明令禁止。但总有人会抱着侥幸心理，最近发生在湖北随州的一个案例，就“惊呆”了众人。如果说私自接线充电也有等级话，这绝对是王者级别了。  //hot.cnbeta.com/articles/funny/1057917.htm
趣闻  结婚是每个人一辈子的头等大事，而这么重要的事情，自然要热闹一些，不过，永远要把安全放在第一位。这不，前一段时间，一段婚车围着新人漂移转圈的视频引发热议。从网络上曝光的视频来看，新郎抱着新娘站在马路中间，一辆玛莎拉蒂婚车则围绕这对新人不停地“爱的魔力”转圈圈。  //hot.cnbeta.com/articles/funny/1057661.htm
趣闻  等待三周之后，美国联邦总务署（GSA）终于在本周一为拜登-哈里斯团队敞开了绿灯，以便其能够接收包括办公场所、分类简报、安全计算机等在内的相关政府资源。据悉，这些工作是为了两届美国政府领导班子能够平顺过渡，随之而来的还有一个崭新的过渡域名 —— BuildBackBetter.gov 。  //hot.cnbeta.com/articles/funny/1057601.htm
趣闻  据外媒报道，当地时间周一晚，洛杉矶公羊队迎战坦帕湾海盗队，看起来好像这个球队忘记洗他们的白色球衣了。公羊队队员穿上了新的队服颜色--球队将称其为“骨色”。公羊队在其官网的一份声明中写道：“这款颜色较浅的队服首次采用了一种名为Bone（骨色）的颜色，它既反映了真正的羊角颜色也展示了洛杉矶海滩的颜色。”  //hot.cnbeta.com/articles/funny/1057557.htm
趣闻  11月24日凌晨4时-5时，“长征五号”搭载“嫦娥五号”探测器即将开启登月之旅，这次任务被称为我国航天史“最复杂的任务”之一。“嫦娥五号”探测器是我国首个实施无人月面取样返回的航天器，计划实现月面自动采样返回，助力深化月球成因和演化历史等科学研究。那么“嫦娥五号”升空后要经历怎样的过称呢？它如何把月球样品带回地球呢？中国航天科技集团带来了真人模拟嫦娥五号发射，让你很直观的看懂任务全过程。  //hot.cnbeta.com/articles/funny/1057205.htm
趣闻  今天，“微信新表情的正确打开方式”上微博热搜。据悉，一位网友将微信新表情与一周七天巧妙联合起来。周一对应的是裂开，周二对应的是苦涩，周三对应的是叹气，周四对应的是白眼，周五对应的是让我看看，周六对应的是666，礼拜天晚上对应的是裂开。  //hot.cnbeta.com/articles/funny/1057091.htm
趣闻  网约车的出现，确实大大方便了市民朋友的出行，而且价格相较于传统出租车，更加透明且实惠一些。但是网约车由于大部分还是私家车群体，司机群体的素质也不统一，乘客和司机双方，也曾发生过各种各样的事。不过，叫网约车还需要对对联才能上车，这也是头一次听说。  //hot.cnbeta.com/articles/funny/1056951.htm
趣闻  目前吉尼斯世界纪录保持者为意大利蒙泰格罗托泰尔梅一座42米深的水池。英国深达50米的“蓝渊”（Blue Abyss）水池则计划于2021年开幕。Deepspot坐落于距波兰首都华沙约40公里的波兰中部城镇Mszczonow，于2018年中开始建造，45米的深度大概相当于11-12层楼的高度，比现在的最深泳池记录保持着，位于意大利北部城镇蒙特格罗托泰梅的一座深达40米的泳池“Y-40”更惊人，是一项打破纪录的伟大建筑。  //hot.cnbeta.com/articles/funny/1056945.htm
趣闻  风靡B站鬼畜区的顶流马保国日前在家中受访，对于那句脍炙人口的“不讲武德”，他也首次给予解释。国内媒体报道称，马保国表示，他所谓的武德是指口德、手德和头德。口德就是说人长不说人短；手德就是不要以强欺弱，比武切磋要点到为止；头德就是你的思想，你的心灵。  //hot.cnbeta.com/articles/funny/1056805.htm
