文章出处  文章内容  文章链接
影视  据外媒报道，如果你想要关注汤姆·克鲁斯良好的一面，那么不妨关注下他最近在拍摄的《碟中谍7》片场。日前，曝光在网络的音频披露了这位男演员对尊重COVID防控规定的重视。

可以听到，阿汤哥向在片场不遵守相关规定的工作人员发出了严词警告。  //hot.cnbeta.com/articles/movie/1066517.htm
影视  《神奇女侠1984》将于12月18日在国内上映，12月25日登陆北美院线和流媒体平台。今日（12月16日），IGN为其打出8分，IGN表示，电影很棒，《神奇女侠1984》是一段光明而充满希望的冒险，同时还向往年的超级英雄电影进行了致敬。  //hot.cnbeta.com/articles/movie/1066485.htm
影视  据央视报道，近日，全国多地消费者发现，自己在泰禾影城买的电影票已经无法使用了，随后，北京、西安、长沙等地多家泰禾影城也陆续曝出关店的消息。北京市丰台区一家泰禾影城门口，张贴的公告显示，这家电影院于11月28日突然宣布停业了。 商场工作人员表示，什么消息都没有。看他往外搬设备了，被拦住了，他们才贴了停业通知。  //hot.cnbeta.com/articles/movie/1066447.htm
影视  在《阿凡达》打破票房纪录十多年后，《阿凡达》续集的制作仍在新西兰继续进行。《阿凡达2》将于2022年12月16日在北美公映，但周二制片人乔恩·兰道（Jon Landau）发布了2020年最后一个拍摄场景的图片。  //hot.cnbeta.com/articles/movie/1066445.htm
影视  苹果Apple TV+周二为观众提供了一段幕后花絮，让观众了解摄影机操作员和工作人员是如何在《夜色中的地球》（Earth at Night in Color）中拍摄出令人惊叹的夜间视频的，并宣布了即将播出的《史努比秀》（The Snoopy Show）的正式流媒体播放日期。  //hot.cnbeta.com/articles/movie/1066431.htm
影视  即将于12月18日登陆国内院线的《神奇女侠1984》媒体评分今日正式解禁，IGN为本作给出8分评价；M站均分68分（截止撰稿前，共有26家媒体参与评分，17家好评、8家中评、1家差评）；烂番茄89%新鲜度。  //hot.cnbeta.com/articles/movie/1066379.htm
影视  生化危机电影即将重启的消息，相信各位老粉丝们早已知道了。今天（12月16日）在康斯坦丁电影公司的官方网站上显示，这部重启的生化危机电影将于2021年9月9日上映。  //hot.cnbeta.com/articles/movie/1066305.htm
影视  据外媒报道，《星际迷航》、《神奇女侠》主演克里斯·派恩正在洽谈出演《龙与地下城(Dungeons & Dragons)》的协议，这是一部根据孩之宝大受欢迎的角色扮演游戏改编的真人动作片。孩之宝/eOne和派拉蒙将联合制作这部影片并为其融资，其中，eOne负责英国和加拿大的发行，派拉蒙负责在世界其他地区的发行。  //hot.cnbeta.com/articles/movie/1066159.htm
影视  Netflix“批量”生产的科幻片又来了一部，由安东尼·麦凯和Damson Idris主演的《导线之外》首曝预告，影片讲述未来世界机器人战士和生化人战士的故事，将于明年1月15日上线。  //hot.cnbeta.com/articles/movie/1066137.htm
影视  《神奇女侠1984》和《星际迷航》的主演克里斯·派恩正在洽谈出演派拉蒙和eOne合作的电影《龙与地下城》。这部新版《龙与地下城》电影没有透露任何其他细节，但它将是自2000年版，由杰里米·艾恩斯主演的《龙与地下城》电影以来，第一部以地下城为背景的故事片。  //hot.cnbeta.com/articles/movie/1066135.htm
影视  近日，美国国家影片登记表公布了今年的收藏名单！该登记表是美国国家电影保护局所指定在美国国会图书馆保存电影的列表。从1998年开始每年年底评选一次，评选对象为上映十年以上的历年电影作品。  //hot.cnbeta.com/articles/movie/1066121.htm
影视  《正义联盟》2017年上映的时候，表现的十分不好，还遭到差评轰炸。不过，随着导剪版的到来，这部电影迎来了第二次和观众见面的机会。在本周与EW的谈话中，施耐德详细阐述了它正在为了重新拍摄，重新剪辑《正义联盟》所做的工作。  //hot.cnbeta.com/articles/movie/1066119.htm
影视  据外媒发布的最新消息，由华纳兄弟推出的真人版《猫和老鼠》大电影，北美档期由原定的2021年3月5日提前到了2021年2月26日，院线上映的同时也会在流媒体平台HBO MAX上同步推出。  //hot.cnbeta.com/articles/movie/1066073.htm
影视  据外媒The Verge报道，迪士尼宣布了几乎每一部电影的更新和新闻。但该公司最大的特许经营系列之一——《阿凡达》却奇怪地消失了。投资者电话会议中没有《阿凡达》的部分，以及用来展示其续集的预览图片和《阿凡达2》的标志或副标题。没有任何《阿凡达》Disney+节目的消息，也没有任何动画衍生品来帮助进一步扩大整个迪士尼帝国的品牌。  //hot.cnbeta.com/articles/movie/1065977.htm
影视  近日，由易小星执导，彭昱畅、乔杉主演的喜剧片《沐浴之王》正在热映中，目前上映四天已轻松破亿。然而，上映当日，影片被指非法制作和侵害著作权，引发一系列纷争。12月11日上午，本片被曝涉嫌侵权韩国人气漫画《沐浴之神》，韩国望月人公司向导演易小星及《沐浴之王》制作发行方提出交涉，并保留进行法律侵权诉讼的权利。  //hot.cnbeta.com/articles/movie/1065739.htm
影视  近日，灯塔研究院联合毒眸发布的《2020中国电影市场用户报告》显示，预计2020年全年票房将达200亿元，约为去年的30%。据了解，中国国内票房早在2012年就拿到了203亿的收入，此后屡创新高，2018年票房首次突破600亿，录得609.76亿元，2019年全国电影总票房为642亿元，达到历史新高。  //hot.cnbeta.com/articles/movie/1065681.htm
影视  今日，根据刘慈欣同名科幻小说改编的电视剧《三体》第一季宣布杀青。此外，官方还公布了杀青特辑，张鲁一、李小冉、于和伟、林永健、王子文等主演的造型也首次曝光。虽说《三体》这部剧开拍到杀青只用了半年时间，但从开发到落地却花了四年多的时间。  //hot.cnbeta.com/articles/movie/1065673.htm
影视  12月14日，一年一度的百度沸点年度榜单正式公布，年度十大电视剧出炉，快来瞧瞧你看过没有？据了解，今年，百度开设了包括年度电视剧榜在内的14个榜单，综合呈现了网民2020年内在各个领域中最关注的焦点议题。  //hot.cnbeta.com/articles/movie/1065631.htm
影视  昨天，我们曾经报道过亨利·卡维尔因腿部受伤《巫师》第二季暂停拍摄，今日（12月14日），外媒Deadline已经证实亨利·卡维尔确实在拍摄第二季的过程中受伤，但似乎亨利·卡维尔受的伤并不严重，《巫师》第二季的拍摄将继续进行。  //hot.cnbeta.com/articles/movie/1065511.htm
影视  据外媒报道，《权力的游戏》衍生剧集《龙之家族》在近日宣布更多主演，其中包括《头号玩家》女主奥利维亚·库克、艾玛·达西和马特·史密斯。奥利维亚·库克在剧中将饰演阿莉森·海塔尔，“国王之手”奥托·海塔尔的女儿。是七大国最有风度的女人，在红堡长大。兼具的优雅的风度和政治的敏锐眼光。  //hot.cnbeta.com/articles/movie/1065323.htm
影视  据加拿大多伦多当地报纸《太阳报》最新报道，Netflix《巫师》电视剧第二季的主演亨利·卡维尔可能在拍摄第二季时受伤，卡维尔在拍摄时腿部受伤，第二季拍摄中断。据知情人士透露，卡维尔在战斗训练过程中受伤。卡维尔努力地站了起来，看起来很疼，腿上似乎受伤了，不过消息人士说，目前还不清楚是什么东西撞到了腿上，还是某种肌肉拉伤。  //hot.cnbeta.com/articles/movie/1065293.htm
影视  DC超级英雄电影《神奇女侠1984》将于12月18日正式上映，影片12月12日发布“复活疑云”版预告，在前作中牺牲的史蒂夫竟然“死而复生”，他究竟是如何穿越几十年来到戴安娜身边？这次回归背后隐藏着什么秘密？重逢的两人又将带给观众哪些记忆中久违的浪漫与温暖？  //hot.cnbeta.com/articles/movie/1065231.htm
影视  《神奇女侠1984》导演派蒂·杰金斯从华纳“转投”迪士尼了！今日迪士尼投资大会上，卢卡斯影业负责凯瑟琳·肯尼迪宣布，派蒂·杰金斯执导的《星球大战：侠盗中队》将于2023年圣诞影院上映。派蒂·杰金斯也在个人社交账号发布一段视频：原来她是为了纪念已牺牲的战斗机飞行员父亲，才要拍这部片的。  //hot.cnbeta.com/articles/movie/1065229.htm
影视  资源溢出，热衷于搞内部赛道竞争的腾讯，在已经坐拥腾讯音乐、酷我、酷狗以及阅文听书等多个音频平台之后，最近又在安卓平台上线了最新的“微信听书”客户端。单看名字就知道，微信听书基本就是之前微信小程序的独立平台，可以免费收听有声小说、书籍和各类音频节目，并且官方也鼓励众多音频创作者在微信听书App内创建音频号，传播广泛的有声内容。  //hot.cnbeta.com/articles/movie/1065187.htm
影视  有报道称，HBO《权力的游戏》前传剧集《龙之家族》将由艾玛·达西、奥利维亚·库克和马特·史密斯参演。这三位演员将参演由格雷格·艾坦尼斯（《女妖》）、克莱尔·基尔纳（《雪国列车》）和格塔·帕特尔（《巫师》电视剧）共同执导的HBO新剧集，背景设置在《权力的游戏》事件300年以前。该剧将会讲述坦格利安家族的故事。  //hot.cnbeta.com/articles/movie/1064993.htm
影视  据外媒The Verge报道，AMC影院警告其投资者，如果无法筹集到7.5亿美元，到2021年1月中旬就会耗尽现金。该公司周五发布了新的公开文件，宣布由于高管们无法预测电影的供应情况，甚至不清楚人们是否会很快再次排队进入影院，因此该公司不确定能赚多少钱。  //hot.cnbeta.com/articles/movie/1064863.htm
影视  迪士尼股价周五攀升逾13%，创下历史新高。此前该公司预计，到2024年，旗下流媒体服务“迪士尼+”订阅用户将达到2.3-2.6亿，并计划每年推出超过100部新影视作品。该公司股价周五创下自3月份以来的最佳表现，收于175.72美元。  //hot.cnbeta.com/articles/movie/1064841.htm
影视  迪士尼公司今日在投资者大会上公布了旗下流媒体服务的下一步扩张计划，拟在2024财年投资高达160亿美元制作节目，从而向市场领头羊Netflix发起挑战。迪士尼今日宣布了其流媒体服务的一系列新节目，包括Disney+平台上的漫威（Marvel）和星球大战（Star
 Wars）系列，以及真人秀粉丝最喜欢的卡戴珊（Kardashians）节目。  //hot.cnbeta.com/articles/movie/1064757.htm
影视  据报道，继Netflix之后，迪士尼+ （Disney Plus）将在美国对用户提价1美元，达到每月7.99美元。此前，迪士尼进行了一场冗长的演示，展示了迪士尼将为Disney+带来什么。此次涨价将于2021年3月26日开始，定为每月7.99美元或每年79.99美元。此外，迪士尼的打包服务——拥有包括迪士尼+、Hulu和ESPN +——将增加1美元，达到每月13.99美元。  //hot.cnbeta.com/articles/movie/1064679.htm
影视  据新浪娱乐发布，12月10日，@央视新闻在微博发长文评演员不背台词念数字的现象。文中提到：“从什么时候开始，演员这个职业背好台词就要被表扬？”并强调纠正“浮华浮躁”的偏、重新找回重视创作的制作规律，刻不容缓。那些被观众打上“烂片”“脑残剧”“神剧”标签的电视剧，不把观众当回事，那就别怪观众不把你当回事，别怪市场抛弃你！  //hot.cnbeta.com/articles/movie/1064667.htm
影视  据路透社报道，迪士尼近日公布了一系列“星球大战”相关内容，包括全新电视剧、电影计划等。迪士尼计划将备受欢迎的角色制成多部全新电视剧，角色包括：走私犯兰多·卡瑞辛；机器人C-3P0及R2-D2等。  //hot.cnbeta.com/articles/movie/1064647.htm
影视  漫威影业官方带来了漫威电影宇宙众多大片消息汇总，包括《黑豹2》不会为黑豹特查拉重新选角、《银河护卫队3》目标2023年上映、惊奇女士将登场《惊奇队长2》等。  //hot.cnbeta.com/articles/movie/1064569.htm
影视  今日(12月11日)汤姆·希德勒斯顿主演的漫威新剧《洛基》首个片段公开。接在《复联》的“那个”片段之后，被捕的谎言之神洛基遇到了什么?《洛基》将于2021年5月登陆Disney+。《洛基》由汤姆·希德勒斯顿主演，欧文·威尔逊、索菲娅·迪·马蒂诺、古古·姆巴塔-劳加盟出演。  //hot.cnbeta.com/articles/movie/1064507.htm
影视  漫威发布了旗下新剧《旺达·幻视》的第二支预告片，该剧集定于2021年1月15日上线流媒体Disney+。《旺达·幻视》作为幻视和猩红女巫的衍生剧集，围绕幻视和猩红女巫的爱情和冒险展开，发生在《复仇者联盟4：终局之战》之后。  //hot.cnbeta.com/articles/movie/1064471.htm
影视  据外媒The Verge报道，迪士尼在当地时间周四宣布，将在2021年3月5日《寻龙传说》（ Raya and the Last Dragon）于院线上映的当天，以Premier Access的形式发行这部全新动画。迪士尼并没有提供影片的价格，但当《花木兰》转为Premier Access时，它收取了30美元的价格。  //hot.cnbeta.com/articles/movie/1064461.htm
影视  迪士尼周四在年度投资者日上表示，截至12月2日，该公司的流媒体服务“迪士尼+”目前已拥有8680万订阅用户，较该公司在其第四财季末报告的7300万有所增加。该消息使该迪士尼股价盘后上涨了3%。  //hot.cnbeta.com/articles/movie/1064395.htm
影视  近日，郭敬明的作品《爵迹2：冷血狂宴》正在腾讯视频热映。本片本应在院线上映，拖了几年之后，改成了网络大电影，虽然需要用户付费观看，但是成绩却比《爵迹1》要好了不少。  //hot.cnbeta.com/articles/movie/1064191.htm
影视  据外媒报道，如果你想看看演员尼古拉斯·凯奇谈论他最喜欢的脏话，那么Netflix已经为大家准备好这个机会了。据Variety报道，凯奇将主持即将播出的系列节目《History of Swear Words（暂译：脏话史）》。该系列将于1月5日首播，它将揭示一些在公共场合通常被视为禁忌的词汇的词源。当地时间周四，Netflix发布了预告片。  //hot.cnbeta.com/articles/movie/1064171.htm
影视  据外媒报道，由TikTok粉丝制作的《美食总动员(Ratatouille)》音乐剧正在从社交媒体跳到舞台上。《Ratatouille: The TikTok Muscial》将于1月1日以实景演出的形式在一场只有一晚的音乐会中首次亮相，这场特殊的表演将为The Actors Fund筹集资金。  //hot.cnbeta.com/articles/movie/1064065.htm
